trade_id,entry_time,exit_time,direction,entry_price,exit_price,initial_sl,final_sl_at_exit,tp1,tp2,tp1_hit_status,position_size,pnl_pips,pnl_currency,fvg_type_entry,fvg_timestamp_entry,exit_reason,session,entry_candle_idx,exit_candle_idx,duration_candles
155,2024-05-24 03:00:00,2024-05-24 03:05:00,SHORT,2332.21,2332.29,2332.29,2332.29,2332.05,2331.96,False,3.74,-8.0,-29.92,bearish,2024-05-24 02:55:00,sl_hit,ny_overlap,4716,4717,1
156,2024-05-24 21:05:00,2024-05-24 21:10:00,LONG,2335.62,2335.54,2335.54,2335.54,2335.78,2335.87,False,3.67,-8.0,-29.36,bullish,2024-05-24 21:00:00,sl_hit,london_primary,4933,4934,1
157,2024-05-24 21:35:00,2024-05-24 21:40:00,LONG,2336.66,2336.58,2336.58,2336.58,2336.82,2336.91,False,3.59,-8.0,-28.72,bullish,2024-05-24 21:30:00,sl_hit,london_primary,4939,4940,1
158,2024-05-24 21:40:00,2024-05-24 21:45:00,LONG,2336.37,2336.29,2336.29,2336.29,2336.53,2336.62,False,3.52,-8.0,-28.16,bullish,2024-05-24 21:35:00,sl_hit,london_primary,4940,4941,1
159,2024-05-24 21:50:00,2024-05-24 21:55:00,SHORT,2334.83,2334.91,2334.91,2334.91,2334.67,2334.58,False,3.45,-8.0,-27.6,bearish,2024-05-24 21:45:00,sl_hit,london_primary,4942,4943,1
160,2024-05-24 21:55:00,2024-05-24 22:00:00,SHORT,2334.86,2334.61,2334.94,2334.86,2334.7,2334.61,True,3.38,25.0,84.5,bearish,2024-05-24 21:50:00,tp2_hit,london_primary,4943,4944,1
161,2024-05-24 22:05:00,2024-05-24 22:10:00,SHORT,2333.4,2333.48,2333.48,2333.48,2333.24,2333.15,False,3.59,-8.0,-28.72,bearish,2024-05-24 22:00:00,sl_hit,london_primary,4945,4946,1
162,2024-05-24 22:20:00,2024-05-24 22:25:00,SHORT,2332.32,2332.4,2332.4,2332.4,2332.16,2332.07,False,3.52,-8.0,-28.16,bearish,2024-05-24 22:15:00,sl_hit,london_primary,4948,4949,1
163,2024-05-24 23:00:00,2024-05-24 23:05:00,LONG,2334.83,2334.75,2334.75,2334.75,2334.99,2335.08,False,3.45,-8.0,-27.6,bullish,2024-05-24 22:55:00,sl_hit,london_primary,4956,4957,1
164,2024-05-27 01:00:00,2024-05-27 01:05:00,LONG,2335.95,2335.87,2335.87,2335.87,2336.11,2336.2,False,3.38,-8.0,-27.04,bullish,2024-05-24 23:55:00,sl_hit,ny_overlap,4968,4969,1
165,2024-05-27 01:20:00,2024-05-27 01:25:00,SHORT,2335.19,2335.27,2335.27,2335.27,2335.03,2334.94,False,3.3200000000000003,-8.0,-26.56,bearish,2024-05-27 01:15:00,sl_hit,ny_overlap,4972,4973,1
166,2024-05-27 01:30:00,2024-05-27 01:35:00,LONG,2336.39,2336.31,2336.31,2336.31,2336.55,2336.64,False,3.25,-8.0,-26.0,bullish,2024-05-27 01:25:00,sl_hit,ny_overlap,4974,4975,1
167,2024-05-27 01:40:00,2024-05-27 01:45:00,LONG,2338.98,2338.9,2338.9,2338.9,2339.14,2339.23,False,3.18,-8.0,-25.44,bullish,2024-05-27 01:35:00,sl_hit,ny_overlap,4976,4977,1
168,2024-05-27 02:00:00,2024-05-27 02:05:00,LONG,2339.15,2339.07,2339.07,2339.07,2339.31,2339.4,False,3.12,-8.0,-24.96,bullish,2024-05-27 01:55:00,sl_hit,ny_overlap,4980,4981,1
169,2024-05-27 02:25:00,2024-05-27 02:30:00,SHORT,2338.77,2338.52,2338.85,2338.77,2338.61,2338.52,True,3.06,25.0,76.5,bearish,2024-05-27 02:20:00,tp2_hit,ny_overlap,4985,4986,1
170,2024-05-27 21:05:00,2024-05-27 21:10:00,SHORT,2353.76,2353.51,2353.84,2353.76,2353.6,2353.51,True,3.25,25.0,81.25,bearish,2024-05-27 21:00:00,tp2_hit,london_primary,5209,5210,1
171,2024-05-27 21:10:00,2024-05-27 21:15:00,SHORT,2353.09,2353.17,2353.17,2353.17,2352.93,2352.84,False,3.45,-8.0,-27.6,bearish,2024-05-27 21:05:00,sl_hit,london_primary,5210,5211,1
172,2024-05-27 21:15:00,2024-05-27 21:20:00,SHORT,2352.03,2352.11,2352.11,2352.11,2351.87,2351.78,False,3.38,-8.0,-27.04,bearish,2024-05-27 21:10:00,sl_hit,london_primary,5211,5212,1
173,2024-05-27 21:20:00,2024-05-27 21:25:00,SHORT,2352.26,2352.34,2352.34,2352.34,2352.1,2352.01,False,3.3200000000000003,-8.0,-26.56,bearish,2024-05-27 21:15:00,sl_hit,london_primary,5212,5213,1
174,2024-05-28 01:20:00,2024-05-28 01:30:00,LONG,2352.75,2352.75,2352.67,2352.75,2352.91,2353.0,True,3.25,0.0,0.0,bullish,2024-05-28 01:15:00,sl_hit,ny_overlap,5218,5220,2
175,2024-05-28 01:35:00,2024-05-28 01:40:00,LONG,2353.34,2353.26,2353.26,2353.26,2353.5,2353.59,False,3.25,-8.0,-26.0,bullish,2024-05-28 01:30:00,sl_hit,ny_overlap,5221,5222,1
176,2024-05-28 01:45:00,2024-05-28 01:50:00,SHORT,2352.26,2352.34,2352.34,2352.34,2352.1,2352.01,False,3.18,-8.0,-25.44,bearish,2024-05-28 01:40:00,sl_hit,ny_overlap,5223,5224,1
177,2024-05-28 02:05:00,2024-05-28 02:10:00,SHORT,2351.33,2351.41,2351.41,2351.41,2351.17,2351.08,False,3.12,-8.0,-24.96,bearish,2024-05-28 02:00:00,sl_hit,ny_overlap,5227,5228,1
178,2024-05-28 21:10:00,2024-05-28 21:15:00,SHORT,2355.79,2355.87,2355.87,2355.87,2355.63,2355.54,False,3.06,-8.0,-24.48,bearish,2024-05-28 21:05:00,sl_hit,london_primary,5456,5457,1
179,2024-05-28 21:25:00,2024-05-28 21:30:00,SHORT,2354.09,2353.84,2354.17,2354.09,2353.93,2353.84,True,3.0,25.0,75.0,bearish,2024-05-28 21:20:00,tp2_hit,london_primary,5459,5460,1
180,2024-05-28 21:30:00,2024-05-28 21:35:00,SHORT,2353.55,2353.63,2353.63,2353.63,2353.39,2353.3,False,3.19,-8.0,-25.52,bearish,2024-05-28 21:25:00,sl_hit,london_primary,5460,5461,1
181,2024-05-28 21:50:00,2024-05-28 21:55:00,LONG,2356.42,2356.67,2356.34,2356.42,2356.58,2356.67,True,3.12,25.0,78.0,bullish,2024-05-28 21:45:00,tp2_hit,london_primary,5464,5465,1
182,2024-05-28 21:55:00,2024-05-28 22:00:00,LONG,2357.16,2357.08,2357.08,2357.08,2357.32,2357.41,False,3.3200000000000003,-8.0,-26.56,bullish,2024-05-28 21:50:00,sl_hit,london_primary,5465,5466,1
183,2024-05-28 22:00:00,2024-05-28 22:05:00,LONG,2357.4,2357.32,2357.32,2357.32,2357.56,2357.65,False,3.25,-8.0,-26.0,bullish,2024-05-28 21:55:00,sl_hit,london_primary,5466,5467,1
184,2024-05-28 22:25:00,2024-05-28 22:30:00,LONG,2357.81,2358.06,2357.73,2357.81,2357.97,2358.06,True,3.18,25.0,79.5,bullish,2024-05-28 22:20:00,tp2_hit,london_primary,5471,5472,1
185,2024-05-28 22:35:00,2024-05-28 22:40:00,LONG,2358.9,2358.82,2358.82,2358.82,2359.06,2359.15,False,3.38,-8.0,-27.04,bullish,2024-05-28 22:30:00,sl_hit,london_primary,5473,5474,1
186,2024-05-29 01:50:00,2024-05-29 01:55:00,SHORT,2358.42,2358.5,2358.5,2358.5,2358.26,2358.17,False,3.3200000000000003,-8.0,-26.56,bearish,2024-05-29 01:45:00,sl_hit,ny_overlap,5500,5501,1
187,2024-05-29 02:35:00,2024-05-29 02:40:00,LONG,2359.93,2359.85,2359.85,2359.85,2360.09,2360.18,False,3.25,-8.0,-26.0,bullish,2024-05-29 02:30:00,sl_hit,ny_overlap,5509,5510,1
188,2024-05-29 21:20:00,2024-05-29 21:25:00,SHORT,2342.05,2342.13,2342.13,2342.13,2341.89,2341.8,False,3.18,-8.0,-25.44,bearish,2024-05-29 21:15:00,sl_hit,london_primary,5734,5735,1
189,2024-05-29 21:35:00,2024-05-29 21:40:00,SHORT,2340.25,2340.33,2340.33,2340.33,2340.09,2340.0,False,3.12,-8.0,-24.96,bearish,2024-05-29 21:30:00,sl_hit,london_primary,5737,5738,1
190,2024-05-29 21:40:00,2024-05-29 21:45:00,SHORT,2339.59,2339.67,2339.67,2339.67,2339.43,2339.34,False,3.06,-8.0,-24.48,bearish,2024-05-29 21:35:00,sl_hit,london_primary,5738,5739,1
191,2024-05-29 21:45:00,2024-05-29 21:50:00,SHORT,2339.38,2339.46,2339.46,2339.46,2339.22,2339.13,False,3.0,-8.0,-24.0,bearish,2024-05-29 21:40:00,sl_hit,london_primary,5739,5740,1
192,2024-05-29 21:50:00,2024-05-29 21:55:00,SHORT,2338.67,2338.75,2338.75,2338.75,2338.51,2338.42,False,2.94,-8.0,-23.52,bearish,2024-05-29 21:45:00,sl_hit,london_primary,5740,5741,1
193,2024-05-29 22:15:00,2024-05-29 22:20:00,LONG,2338.86,2338.78,2338.78,2338.78,2339.02,2339.11,False,2.88,-8.0,-23.04,bullish,2024-05-29 22:10:00,sl_hit,london_primary,5745,5746,1
194,2024-05-29 22:30:00,2024-05-29 22:35:00,SHORT,2336.98,2337.06,2337.06,2337.06,2336.82,2336.73,False,2.82,-8.0,-22.56,bearish,2024-05-29 22:25:00,sl_hit,london_primary,5748,5749,1
195,2024-05-30 01:35:00,2024-05-30 01:40:00,SHORT,2337.75,2337.5,2337.83,2337.75,2337.59,2337.5,True,2.7600000000000002,25.0,69.0,bearish,2024-05-30 01:30:00,tp2_hit,ny_overlap,5773,5774,1
196,2024-05-30 01:40:00,2024-05-30 01:45:00,SHORT,2337.58,2337.66,2337.66,2337.66,2337.42,2337.33,False,2.94,-8.0,-23.52,bearish,2024-05-30 01:35:00,sl_hit,ny_overlap,5774,5775,1
